InvoiceID,Date,Region,State,City,Distributor,RetailerType,Product,Category,UnitsSold,UnitPrice,DiscountPct,Revenue,ReturnPct,SalesRep,CustomerType,CustomerID
INV008346,2023-01-06,South,Karnataka,Mysuru,Distributor_14,Kirana,Tropicana Orange 1L,Juice,40,110.7,2,4339.43,0,Rep_8,New,4800
INV003946,2023-01-07,North,Punjab,Amritsar,Distributor_12,Kirana,Quaker Oats 1kg,Grocery,68,181.37,15,10483.43,0,Rep_12,Returning,1955
INV006701,2023-01-07,West,Rajasthan,Jodhpur,Distributor_5,HoReCa,Tropicana Orange 1L,Juice,7,104.58,0,732.08,0,Rep_18,Returning,2898
INV002591,2023-01-07,South,Tamil Nadu,Madurai,Distributor_3,Hypermarket,Mirinda 500ml,Beverage,86,29.41,10,2276.59,0,Rep_16,Returning,4401
INV002173,2023-01-07,North,Uttar Pradesh,Kanpur,Distributor_1,Supermarket,Mirinda 500ml,Beverage,197,28.8,10,5106.47,0,Rep_8,Returning,3100
INV004426,2023-01-07,West,Maharashtra,Pune,Distributor_1,Supermarket,Mirinda 500ml,Beverage,129,29.34,2,3709.74,0,Rep_3,Returning,3743
INV001131,2023-01-07,West,Maharashtra,Pune,Distributor_11,HoReCa,Quaker Oats 1kg,Grocery,32,180.02,0,5760.67,0,Rep_3,Returning,1417
INV007116,2023-01-07,West,Madhya Pradesh,Indore,Distributor_2,HoReCa,Lays Masala 52g,Snack,232,20.13,5,4436.54,1,Rep_12,New,4854
INV004282,2023-01-07,West,Rajasthan,Jaipur,Distributor_10,Hypermarket,Mirinda 500ml,Beverage,137,30.13,2,4045.86,3,Rep_12,New,2359
INV001036,2023-01-07,South,Karnataka,Bengaluru,Distributor_12,Hypermarket,Pepsi 1.25L,Beverage,58,67.22,10,3509.11,1,Rep_4,Returning,2776
INV004748,2023-01-07,North,Delhi,New Delhi,Distributor_7,Kirana,Tropicana Orange 1L,Juice,62,112.63,0,6983.12,0,Rep_16,Returning,4293
INV001393,2023-01-07,North,Haryana,Faridabad,Distributor_8,Hypermarket,Lays Classic 52g,Snack,235,19.6,10,4144.98,0,Rep_15,Returning,3663
INV011859,2023-01-07,West,Madhya Pradesh,Bhopal,Distributor_2,Kirana,Tropicana Orange 1L,Juice,72,105.09,2,7414.92,0,Rep_1,New,4567
INV004874,2023-01-07,West,Maharashtra,Pune,Distributor_6,HoReCa,Tropicana Mixed Fruit 1L,Juice,41,115.2,10,4250.96,1,Rep_17,New,1444
INV004649,2023-01-07,West,Maharashtra,Pune,Distributor_11,HoReCa,Lays Classic 52g,Snack,59,20.41,15,1023.32,0,Rep_17,Returning,2311
INV005499,2023-01-07,South,Tamil Nadu,Madurai,Distributor_14,Hypermarket,Quaker Oats 1kg,Grocery,52,176.6,5,8724.17,0,Rep_5,Returning,1453
INV005200,2023-01-07,South,Kerala,Kochi,Distributor_13,HoReCa,Tropicana Orange 1L,Juice,58,113.48,5,6252.6,0,Rep_19,Returning,4317
INV001153,2023-01-07,West,Rajasthan,Udaipur,Distributor_7,Supermarket,Quaker Oats 1kg,Grocery,59,179.04,5,10035.31,0,Rep_2,Returning,4125
INV011612,2023-01-07,South,Kerala,Thiruvananthapuram,Distributor_10,HoReCa,Kurkure Masala 55g,Snack,144,19.83,0,2855.09,1,Rep_20,Returning,1009
INV007899,2023-01-07,North,Uttar Pradesh,Lucknow,Distributor_5,Hypermarket,Pepsi 500ml,Beverage,172,35.05,2,5907.68,0,Rep_20,New,3344
INV008940,2023-01-08,South,Tamil Nadu,Madurai,Distributor_14,Kirana,Tropicana Mixed Fruit 1L,Juice,37,115.95,2,4204.46,0,Rep_18,Returning,1248
INV011256,2023-01-08,South,Tamil Nadu,Madurai,Distributor_8,Kirana,Pepsi 1.25L,Beverage,185,69.22,10,11525.63,0,Rep_13,New,1605
INV008524,2023-01-08,West,Madhya Pradesh,Bhopal,Distributor_5,Kirana,Quaker Oats 1kg,Grocery,64,184.52,2,11572.94,2,Rep_10,New,2086
INV002029,2023-01-08,West,Maharashtra,Nagpur,Distributor_4,Kirana,Mirinda 500ml,Beverage,161,28.77,15,3937.45,1,Rep_13,New,3777
INV006422,2023-01-08,North,Punjab,Ludhiana,Distributor_7,HoReCa,7UP 500ml,Beverage,52,30.44,2,1551.41,0,Rep_15,Returning,2979
INV010391,2023-01-08,West,Rajasthan,Jaipur,Distributor_1,Supermarket,Pepsi 500ml,Beverage,32,35.66,5,1084.11,0,Rep_11,Returning,2463
INV011211,2023-01-08,East,Bihar,Gaya,Distributor_3,Hypermarket,7UP 500ml,Beverage,173,31.39,2,5322.3,0,Rep_5,Returning,2193
INV011275,2023-01-08,South,Karnataka,Bengaluru,Distributor_12,HoReCa,Kurkure Masala 55g,Snack,180,20.57,2,3628.54,2,Rep_5,Returning,2505
INV006891,2023-01-08,West,Rajasthan,Jodhpur,Distributor_15,Kirana,Pepsi 1.25L,Beverage,111,67.32,2,7323.3,0,Rep_1,Returning,1315
INV006159,2023-01-08,East,Bihar,Patna,Distributor_7,Hypermarket,Mirinda 500ml,Beverage,46,28.95,10,1198.67,0,Rep_15,New,1626
INV000113,2023-01-08,North,Punjab,Ludhiana,Distributor_8,HoReCa,Mirinda 500ml,Beverage,122,31.46,5,3646.07,0,Rep_9,Returning,1743
INV009940,2023-01-08,West,Gujarat,Vadodara,Distributor_14,HoReCa,Tropicana Orange 1L,Juice,34,107.14,10,3278.36,1,Rep_2,Returning,3712
INV000090,2023-01-08,West,Rajasthan,Jaipur,Distributor_14,Hypermarket,Tropicana Orange 1L,Juice,40,108.39,2,4248.77,0,Rep_6,New,2997
INV002014,2023-01-08,North,Punjab,Ludhiana,Distributor_4,Supermarket,Kurkure Masala 55g,Snack,88,20.98,5,1753.82,0,Rep_18,Returning,1030
INV010336,2023-01-08,South,Karnataka,Bengaluru,Distributor_12,Kirana,Lays Classic 52g,Snack,74,19.67,0,1455.5,1,Rep_8,Returning,2542
INV001823,2023-01-08,North,Punjab,Amritsar,Distributor_15,Hypermarket,Tropicana Orange 1L,Juice,42,106.05,10,4008.63,0,Rep_5,Returning,2322
INV004839,2023-01-08,North,Punjab,Ludhiana,Distributor_7,Hypermarket,Lays Masala 52g,Snack,42,19.73,5,787.06,2,Rep_4,Returning,1964
INV006593,2023-01-08,South,Kerala,Thiruvananthapuram,Distributor_11,Supermarket,Lays Masala 52g,Snack,88,20.18,2,1740.49,0,Rep_20,Returning,1527
INV003536,2023-01-08,North,Delhi,New Delhi,Distributor_9,Kirana,Kurkure Masala 55g,Snack,143,19.48,2,2730.57,2,Rep_9,Returning,4981
INV001535,2023-01-08,West,Gujarat,Ahmedabad,Distributor_14,HoReCa,Quaker Oats 1kg,Grocery,29,188.31,10,4914.81,0,Rep_17,Returning,2442
INV001379,2023-01-08,West,Gujarat,Ahmedabad,Distributor_11,HoReCa,Lays Masala 52g,Snack,227,20.04,5,4322.43,0,Rep_7,New,2105
INV007206,2023-01-09,West,Maharashtra,Pune,Distributor_14,Supermarket,Mirinda 500ml,Beverage,33,29.14,5,913.43,2,Rep_3,New,1368
INV008030,2023-01-09,North,Punjab,Amritsar,Distributor_11,Hypermarket,Lays Masala 52g,Snack,232,20.12,2,4575.25,0,Rep_16,New,4667
INV010205,2023-01-09,West,Madhya Pradesh,Indore,Distributor_13,Hypermarket,Tropicana Orange 1L,Juice,36,113.4,0,4082.25,3,Rep_7,Returning,3244
INV008059,2023-01-09,West,Madhya Pradesh,Bhopal,Distributor_1,HoReCa,7UP 500ml,Beverage,198,30.8,5,5793.36,0,Rep_18,Returning,1108
INV006387,2023-01-09,West,Madhya Pradesh,Indore,Distributor_8,Hypermarket,7UP 500ml,Beverage,189,31.38,10,5336.98,0,Rep_14,New,4199
INV002792,2023-01-09,East,Bihar,Patna,Distributor_3,Hypermarket,Pepsi 500ml,Beverage,143,34.06,5,4627.05,0,Rep_15,Returning,1278
INV011380,2023-01-09,South,Karnataka,Mysuru,Distributor_9,Hypermarket,Lays Classic 52g,Snack,157,20.2,2,3107.52,0,Rep_17,New,3338
INV000036,2023-01-09,South,Tamil Nadu,Madurai,Distributor_14,Supermarket,Pepsi 1.25L,Beverage,108,72.43,5,7430.97,2,Rep_3,Returning,3437
INV009559,2023-01-09,West,Rajasthan,Udaipur,Distributor_3,Supermarket,Lays Classic 52g,Snack,20,20.24,2,396.62,2,Rep_19,New,2550
INV005552,2023-01-09,East,West Bengal,Kolkata,Distributor_11,Kirana,Lays Masala 52g,Snack,143,20.21,2,2831.93,0,Rep_14,Returning,3839
INV007660,2023-01-09,North,Uttar Pradesh,Noida,Distributor_5,Hypermarket,Pepsi 1.25L,Beverage,182,73.22,2,13059.89,1,Rep_19,Returning,3516
INV007845,2023-01-09,North,Uttar Pradesh,Kanpur,Distributor_7,Kirana,7UP 500ml,Beverage,38,29.09,2,1083.21,3,Rep_12,New,2206
INV007575,2023-01-09,South,Telangana,Hyderabad,Distributor_11,Kirana,Lays Masala 52g,Snack,176,20.24,0,3561.43,1,Rep_9,Returning,2318
INV009522,2023-01-09,East,Bihar,Gaya,Distributor_11,HoReCa,Lays Masala 52g,Snack,211,19.66,2,4064.99,0,Rep_4,Returning,3990
INV002118,2023-01-09,East,Bihar,Patna,Distributor_9,Supermarket,Mirinda 500ml,Beverage,103,31.34,0,3228.31,0,Rep_8,New,4223
INV000796,2023-01-09,West,Madhya Pradesh,Bhopal,Distributor_12,Supermarket,Tropicana Mixed Fruit 1L,Juice,64,110.56,0,7075.57,3,Rep_6,Returning,3714
INV000515,2023-01-10,North,Haryana,Gurugram,Distributor_12,Kirana,Lays Masala 52g,Snack,247,19.8,0,4889.53,3,Rep_13,Returning,4590
INV005365,2023-01-10,South,Karnataka,Mysuru,Distributor_11,Hypermarket,Tropicana Orange 1L,Juice,50,112.39,2,5507.24,0,Rep_3,Returning,4929
INV008724,2023-01-10,North,Delhi,New Delhi,Distributor_2,Kirana,Kurkure Masala 55g,Snack,299,20.71,10,5573.64,0,Rep_7,Returning,1551
INV007781,2023-01-10,North,Delhi,New Delhi,Distributor_15,Kirana,Kurkure Masala 55g,Snack,75,19.66,5,1400.5,0,Rep_19,New,2216
INV001743,2023-01-10,South,Kerala,Kochi,Distributor_2,Kirana,Lays Classic 52g,Snack,246,19.55,0,4808.94,0,Rep_7,New,3365
INV003552,2023-01-10,South,Telangana,Warangal,Distributor_14,HoReCa,7UP 500ml,Beverage,91,29.18,2,2602.06,1,Rep_20,Returning,3358
INV002727,2023-01-10,East,Odisha,Bhubaneswar,Distributor_3,Hypermarket,Kurkure Masala 55g,Snack,254,19.81,10,4529.04,1,Rep_7,Returning,2522
INV003440,2023-01-10,South,Telangana,Warangal,Distributor_4,HoReCa,Tropicana Mixed Fruit 1L,Juice,41,110.87,5,4318.47,1,Rep_16,New,2466
INV002517,2023-01-10,East,Bihar,Gaya,Distributor_13,Kirana,Lays Masala 52g,Snack,139,19.66,0,2733.1,0,Rep_4,New,1508
INV010858,2023-01-10,East,West Bengal,Kolkata,Distributor_1,Kirana,Kurkure Masala 55g,Snack,274,20.22,10,4987.08,0,Rep_6,Returning,4971
INV005191,2023-01-10,South,Karnataka,Mysuru,Distributor_3,Supermarket,Lays Masala 52g,Snack,207,19.2,10,3577.38,2,Rep_19,Returning,4452
INV008670,2023-01-10,North,Haryana,Gurugram,Distributor_15,Kirana,Tropicana Mixed Fruit 1L,Juice,30,118.32,5,3372.2,0,Rep_9,New,3517
INV006319,2023-01-10,North,Punjab,Amritsar,Distributor_8,Hypermarket,Pepsi 1.25L,Beverage,14,72.43,2,993.81,2,Rep_9,New,3781
INV000469,2023-01-10,East,West Bengal,Siliguri,Distributor_6,HoReCa,Mirinda 500ml,Beverage,63,30.55,0,1924.51,0,Rep_12,Returning,1764
INV002070,2023-01-10,South,Kerala,Kochi,Distributor_13,Supermarket,Tropicana Orange 1L,Juice,66,105.59,5,6620.77,2,Rep_7,Returning,3719
INV009307,2023-01-10,North,Uttar Pradesh,Kanpur,Distributor_15,Supermarket,Pepsi 500ml,Beverage,126,35.62,5,4263.97,1,Rep_6,New,2617
INV002224,2023-01-10,East,West Bengal,Siliguri,Distributor_3,Kirana,Tropicana Orange 1L,Juice,22,111.63,5,2333.11,0,Rep_2,New,4065
INV004360,2023-01-11,West,Maharashtra,Pune,Distributor_7,HoReCa,Lays Classic 52g,Snack,27,20.5,5,525.82,1,Rep_12,Returning,3061
INV004103,2023-01-11,East,Bihar,Patna,Distributor_11,HoReCa,Quaker Oats 1kg,Grocery,75,188.94,10,12753.12,0,Rep_1,Returning,1391
INV006034,2023-01-11,South,Telangana,Warangal,Distributor_13,Kirana,Lays Classic 52g,Snack,115,20.99,2,2365.33,1,Rep_17,Returning,3776
INV006961,2023-01-11,North,Punjab,Ludhiana,Distributor_15,Supermarket,Lays Classic 52g,Snack,39,19.18,2,733.0,0,Rep_6,Returning,1134
INV000738,2023-01-12,North,Uttar Pradesh,Lucknow,Distributor_14,HoReCa,Tropicana Mixed Fruit 1L,Juice,71,116.08,5,7829.85,1,Rep_12,Returning,1753
INV010300,2023-01-12,North,Punjab,Ludhiana,Distributor_12,HoReCa,Lays Masala 52g,Snack,76,20.48,0,1556.33,0,Rep_8,Returning,1049
INV000089,2023-01-12,South,Tamil Nadu,Coimbatore,Distributor_4,HoReCa,Tropicana Orange 1L,Juice,78,114.29,15,7577.62,0,Rep_19,Returning,3499
INV011468,2023-01-12,North,Delhi,New Delhi,Distributor_7,HoReCa,Mirinda 500ml,Beverage,32,28.53,0,912.99,0,Rep_8,Returning,2636
INV002749,2023-01-12,West,Rajasthan,Udaipur,Distributor_12,Kirana,Pepsi 500ml,Beverage,175,34.56,0,6047.53,0,Rep_1,Returning,1574
INV007451,2023-01-12,North,Delhi,New Delhi,Distributor_9,Hypermarket,Mirinda 500ml,Beverage,83,31.45,2,2558.2,1,Rep_8,New,3081
INV002936,2023-01-12,East,West Bengal,Siliguri,Distributor_1,Supermarket,Quaker Oats 1kg,Grocery,56,185.25,0,10374.05,2,Rep_17,Returning,4731
INV009724,2023-01-12,South,Tamil Nadu,Madurai,Distributor_2,Kirana,Kurkure Masala 55g,Snack,74,20.31,10,1352.35,0,Rep_18,New,2667
