CustomerID,LastPurchaseDate,Status
1212,2024-09-19,Churned
1213,2024-04-29,Churned
1214,2023-07-16,Churned
1215,2024-04-11,Churned
1216,2024-10-13,Churned
1217,2024-12-05,Active
1218,2024-08-12,Churned
1219,2023-11-30,Churned
1220,2024-12-20,Active
1221,2024-10-15,Churned
1222,2024-10-18,Churned
1223,2024-12-19,Active
1224,2024-09-26,Churned
1225,2024-03-03,Churned
1226,2023-05-26,Churned
1227,2024-01-01,Churned
1228,2024-10-30,Churned
1229,2024-08-03,Churned
1230,2023-08-28,Churned
1231,2023-03-06,Churned
1232,2024-02-24,Churned
1233,2023-07-04,Churned
1234,2024-10-23,Churned
1235,2024-04-03,Churned
1237,2024-02-26,Churned
1238,2024-02-17,Churned
1239,2024-07-14,Churned
1240,2024-08-02,Churned
1241,2024-10-30,Churned
1242,2024-04-26,Churned
1243,2024-12-20,Active
1245,2024-10-26,Churned
1246,2024-07-10,Churned
1247,2024-03-02,Churned
1248,2024-05-28,Churned
1249,2024-12-04,Active
1250,2024-11-16,Active
1251,2024-11-12,Active
1252,2024-10-26,Churned
1253,2024-04-06,Churned
1254,2023-02-03,Churned
1255,2024-09-17,Churned
1257,2023-10-25,Churned
1258,2024-03-20,Churned
1259,2024-02-24,Churned
1260,2024-12-29,Active
1261,2024-09-06,Churned
1262,2024-10-31,Churned
1263,2024-07-08,Churned
1264,2024-05-17,Churned
1265,2024-12-17,Active
1266,2024-03-10,Churned
1267,2024-07-15,Churned
1268,2023-11-07,Churned
1269,2024-06-01,Churned
1270,2024-10-12,Churned
1271,2024-10-01,Churned
1272,2024-04-21,Churned
1273,2024-09-30,Churned
1274,2023-11-10,Churned
1275,2024-03-11,Churned
1276,2024-10-10,Churned
1277,2023-06-03,Churned
1278,2023-01-09,Churned
1279,2024-09-24,Churned
1280,2024-05-02,Churned
1281,2024-11-10,Active
1282,2024-11-27,Active
1283,2023-10-17,Churned
1284,2024-11-30,Active
1285,2024-08-22,Churned
1286,2024-04-03,Churned
1287,2023-12-29,Churned
1288,2023-10-22,Churned
1289,2024-03-04,Churned
1290,2024-10-28,Churned
1291,2024-12-24,Active
1292,2024-04-18,Churned
1293,2024-09-30,Churned
1294,2024-09-24,Churned
1295,2024-05-29,Churned
1296,2024-11-29,Active
1297,2024-06-12,Churned
1298,2024-10-03,Churned
1299,2024-12-16,Active
1300,2023-11-14,Churned
1301,2024-11-23,Active
1302,2024-12-28,Active
1303,2024-04-22,Churned
1304,2024-12-03,Active
1305,2024-12-04,Active
1306,2024-11-27,Active
1307,2024-01-22,Churned
1308,2024-08-27,Churned
1309,2023-06-23,Churned
1310,2024-10-26,Churned
1311,2024-08-01,Churned
1312,2024-06-18,Churned
1313,2024-07-19,Churned
1314,2024-10-26,Churned
1315,2023-01-08,Churned
1316,2024-06-24,Churned
1317,2024-04-27,Churned
1318,2024-12-12,Active
1319,2024-07-28,Churned
1320,2024-11-14,Active
1321,2024-08-29,Churned
1322,2024-02-12,Churned
1324,2024-10-05,Churned
1325,2024-09-18,Churned
1326,2024-09-16,Churned
1327,2024-12-21,Active
1328,2024-12-18,Active
1329,2024-07-10,Churned
1330,2023-10-04,Churned
1331,2024-11-01,Active
1332,2023-08-27,Churned
1333,2024-10-18,Churned
1334,2023-04-26,Churned
1335,2023-12-17,Churned
1336,2024-03-14,Churned
1337,2023-11-15,Churned
1339,2024-02-18,Churned
1340,2024-10-18,Churned
1341,2024-12-08,Active
1342,2024-07-09,Churned
1343,2024-11-22,Active
1344,2024-06-25,Churned
1345,2024-10-27,Churned
1347,2024-08-23,Churned
1348,2024-06-21,Churned
1349,2023-10-27,Churned
1350,2024-06-04,Churned
1351,2023-04-12,Churned
1353,2024-08-05,Churned
1354,2024-10-23,Churned
1355,2023-12-22,Churned
1356,2024-04-11,Churned
1357,2024-01-20,Churned
1358,2024-05-20,Churned
1359,2024-12-08,Active
1360,2023-11-27,Churned
1361,2024-06-20,Churned
1362,2023-05-21,Churned
1363,2023-12-07,Churned
1364,2024-10-18,Churned
1365,2024-10-29,Churned
1366,2023-08-19,Churned
1367,2024-08-25,Churned
1368,2024-04-05,Churned
1369,2023-11-12,Churned
1370,2024-10-24,Churned
1371,2024-04-03,Churned
1372,2024-11-30,Active
1373,2024-03-15,Churned
1374,2024-07-14,Churned
1375,2024-06-15,Churned
1376,2024-11-09,Active
1377,2024-10-31,Churned
1378,2024-12-12,Active
1379,2023-12-28,Churned
1380,2024-12-07,Active
1381,2024-08-16,Churned
1382,2024-07-20,Churned
1383,2024-04-19,Churned
1384,2024-07-06,Churned
1385,2024-08-27,Churned
1386,2024-11-11,Active
1387,2024-04-24,Churned
1388,2024-06-08,Churned
1389,2024-02-27,Churned
1390,2024-07-15,Churned
1391,2023-09-18,Churned
1392,2024-08-12,Churned
1393,2024-07-16,Churned
1394,2024-03-13,Churned
1395,2023-10-08,Churned
1396,2024-10-03,Churned
1397,2024-10-07,Churned
1398,2024-12-19,Active
1399,2023-12-22,Churned
1400,2023-05-28,Churned
1401,2024-10-26,Churned
1402,2024-06-13,Churned
1403,2024-06-23,Churned
1404,2024-10-17,Churned
1405,2024-06-04,Churned
1406,2023-11-14,Churned
1407,2024-02-15,Churned
1408,2024-10-07,Churned
1409,2024-12-20,Active
1410,2024-09-03,Churned
1411,2023-12-17,Churned
1413,2024-12-17,Active
1414,2024-09-02,Churned
1415,2024-08-04,Churned
1416,2024-07-05,Churned
1417,2024-02-24,Churned
1418,2024-06-17,Churned
1419,2024-12-29,Active
1420,2024-09-10,Churned
1421,2024-10-28,Churned
1422,2024-08-23,Churned
1423,2024-01-27,Churned
1424,2024-08-13,Churned
1425,2024-07-28,Churned
1426,2024-11-06,Active
1427,2024-09-22,Churned
1428,2024-12-29,Active
1429,2024-12-30,Active
1430,2024-12-14,Active
1431,2024-01-06,Churned
1432,2024-07-08,Churned
1433,2024-08-23,Churned
1434,2024-12-31,Active
1435,2024-10-06,Churned
1436,2024-08-24,Churned
1437,2024-10-06,Churned
1438,2024-05-09,Churned
1439,2024-09-24,Churned
1440,2023-05-26,Churned
1442,2024-12-30,Active
1443,2024-06-28,Churned
1444,2023-09-28,Churned
1445,2024-10-31,Churned
1446,2023-05-12,Churned
1447,2024-11-29,Active
1448,2023-10-30,Churned
1449,2023-07-06,Churned
1450,2024-07-03,Churned
1451,2024-01-18,Churned
1452,2024-12-17,Active
1453,2024-04-19,Churned
1454,2024-11-30,Active
1455,2024-03-07,Churned
1456,2024-05-23,Churned
1457,2023-06-21,Churned
1458,2024-12-04,Active
1459,2024-03-02,Churned
1460,2024-06-08,Churned
1461,2024-12-06,Active
1462,2024-04-18,Churned
1463,2024-07-25,Churned
1464,2023-12-26,Churned
1465,2023-04-01,Churned
1466,2024-09-22,Churned
1467,2024-07-28,Churned
1468,2024-12-02,Active
1469,2024-12-03,Active
1470,2024-10-16,Churned
1471,2024-12-04,Active
1472,2024-10-10,Churned
1473,2024-05-22,Churned
1474,2024-09-30,Churned
1475,2024-12-30,Active
1476,2024-05-29,Churned
1477,2023-08-21,Churned
1478,2024-07-25,Churned
1479,2023-09-04,Churned
1480,2024-08-20,Churned
1481,2024-10-10,Churned
1482,2024-09-14,Churned
1483,2024-10-13,Churned
1484,2024-08-02,Churned
1485,2024-09-09,Churned
1486,2024-12-30,Active
1488,2024-09-10,Churned
1489,2024-12-01,Active
1490,2024-09-09,Churned
1491,2024-09-07,Churned
1492,2024-03-18,Churned
1494,2024-07-18,Churned
1495,2024-10-09,Churned
1496,2024-12-29,Active
1497,2023-02-17,Churned
1498,2024-11-28,Active
1500,2024-06-15,Churned
1501,2024-02-23,Churned
1502,2024-07-25,Churned
1503,2023-03-21,Churned
1505,2024-11-20,Active
1506,2023-12-12,Churned
1508,2024-12-12,Active
1509,2023-10-09,Churned
1510,2024-07-25,Churned
1511,2024-09-16,Churned
1512,2023-06-09,Churned
1513,2024-01-29,Churned
1515,2024-04-15,Churned
1516,2024-03-18,Churned
1517,2023-09-07,Churned
1518,2023-11-08,Churned
1519,2024-06-06,Churned
1520,2024-07-31,Churned
1521,2024-03-28,Churned
1522,2024-11-27,Active
1523,2024-07-26,Churned
1524,2024-02-27,Churned
1525,2024-08-21,Churned
1526,2024-02-21,Churned
1527,2024-11-30,Active
1528,2023-08-03,Churned
1529,2024-12-03,Active
1530,2024-09-09,Churned
1531,2024-06-25,Churned
1532,2024-09-05,Churned
1533,2023-05-23,Churned
1534,2024-11-14,Active
1535,2024-03-24,Churned
1536,2024-06-12,Churned
1537,2024-05-30,Churned
1539,2024-03-15,Churned
1540,2023-11-07,Churned
1541,2024-06-01,Churned
1542,2024-12-26,Active
1543,2024-07-06,Churned
1544,2023-10-16,Churned
1545,2024-03-30,Churned
1546,2024-07-16,Churned
1547,2023-10-01,Churned
1548,2024-10-14,Churned
1549,2023-04-17,Churned
1550,2024-11-21,Active
1551,2023-04-12,Churned
1552,2024-09-03,Churned
1553,2024-05-25,Churned
1554,2023-08-07,Churned
1555,2024-09-20,Churned
1556,2024-07-26,Churned
1557,2024-04-02,Churned
1558,2024-12-05,Active
1560,2024-12-10,Active
1562,2024-08-28,Churned
1563,2024-02-16,Churned
1564,2023-12-12,Churned
1565,2024-12-16,Active
1566,2024-10-09,Churned
1567,2024-08-30,Churned
1568,2024-10-21,Churned
1569,2024-01-09,Churned
1570,2024-12-29,Active
1571,2024-12-21,Active
1572,2024-07-13,Churned
1573,2024-09-18,Churned
1574,2024-09-11,Churned
1575,2023-09-27,Churned
1576,2024-11-17,Active
1577,2024-05-06,Churned
1578,2023-02-24,Churned
1579,2024-03-27,Churned
1580,2024-12-01,Active
1581,2024-08-02,Churned
1582,2024-02-27,Churned
1583,2024-10-21,Churned
1584,2024-05-18,Churned
1585,2024-07-08,Churned
1586,2024-06-10,Churned
1587,2024-01-30,Churned
1588,2024-01-21,Churned
1589,2024-02-28,Churned
1590,2023-03-03,Churned
1591,2024-12-22,Active
1592,2024-07-19,Churned
1593,2024-02-21,Churned
1594,2024-02-11,Churned
1595,2023-08-07,Churned
1596,2023-09-25,Churned
1597,2023-08-05,Churned
1598,2024-10-18,Churned
1599,2024-05-28,Churned
1600,2024-09-18,Churned
1601,2024-08-31,Churned
1602,2024-05-23,Churned
1603,2024-12-07,Active
1604,2024-12-07,Active
1605,2024-11-29,Active
1606,2024-11-30,Active
1607,2024-04-18,Churned
1608,2024-12-17,Active
1609,2024-12-07,Active
1610,2024-12-31,Active
1611,2023-09-29,Churned
1612,2024-01-20,Churned
1613,2024-12-22,Active
1614,2024-08-24,Churned
1615,2024-07-27,Churned
1616,2024-11-11,Active
1617,2024-06-02,Churned
1618,2024-07-30,Churned
1620,2024-08-14,Churned
1621,2023-08-17,Churned
1622,2023-07-24,Churned
1623,2024-11-25,Active
1624,2024-12-26,Active
1625,2024-11-28,Active
1626,2024-12-13,Active
1627,2023-08-28,Churned
1628,2023-10-16,Churned
1629,2024-11-02,Active
1630,2024-11-23,Active
1631,2023-11-13,Churned
1632,2024-04-07,Churned
1633,2024-04-22,Churned
1634,2024-12-26,Active
1635,2024-10-13,Churned
1636,2024-02-21,Churned
1637,2024-09-18,Churned
1638,2024-11-13,Active
1639,2024-03-06,Churned
1640,2024-05-27,Churned
1641,2024-06-24,Churned
1642,2024-06-04,Churned
1643,2023-09-13,Churned
1644,2024-01-18,Churned
1645,2023-04-15,Churned
1646,2023-12-07,Churned
1647,2024-06-30,Churned
1648,2024-10-05,Churned
1649,2024-04-21,Churned
1650,2024-06-06,Churned
1651,2023-03-23,Churned
1652,2024-07-30,Churned
1653,2024-04-29,Churned
1655,2023-05-21,Churned
1656,2024-01-23,Churned
1657,2024-05-07,Churned
1658,2024-02-02,Churned
1659,2024-11-12,Active
1660,2024-01-12,Churned
1661,2024-06-19,Churned
1663,2023-10-22,Churned
1664,2023-10-03,Churned
1665,2023-09-06,Churned
1666,2024-11-13,Active
1667,2024-09-01,Churned
1668,2024-03-06,Churned
1669,2024-12-05,Active
1670,2023-12-17,Churned
1671,2024-08-17,Churned
1672,2024-12-03,Active
1673,2024-09-14,Churned
1674,2024-08-22,Churned
1675,2023-09-30,Churned
1676,2024-12-17,Active
1677,2024-05-31,Churned
1678,2024-07-26,Churned
1679,2023-06-04,Churned
1680,2023-12-18,Churned
1681,2024-04-13,Churned
1682,2024-12-12,Active
1683,2023-06-10,Churned
1684,2024-09-03,Churned
1685,2024-05-31,Churned
1686,2024-08-11,Churned
1687,2024-11-11,Active
1688,2024-09-15,Churned
1689,2024-06-29,Churned
1690,2024-09-09,Churned
1691,2024-08-23,Churned
1692,2024-10-02,Churned
1693,2024-10-09,Churned
1694,2024-11-22,Active
1695,2023-09-15,Churned
1697,2024-11-06,Active
1698,2024-08-19,Churned
1699,2024-07-23,Churned
1700,2024-11-28,Active
1701,2024-09-12,Churned
1702,2023-05-27,Churned
1703,2024-03-11,Churned
1704,2024-09-04,Churned
1705,2024-12-30,Active
1706,2024-11-30,Active
1707,2023-11-24,Churned
1708,2024-11-11,Active
1709,2024-02-07,Churned
1710,2024-12-01,Active
1711,2024-05-27,Churned
1712,2024-08-21,Churned
1713,2024-08-26,Churned
1715,2023-10-12,Churned
1716,2024-12-13,Active
1717,2024-11-07,Active
1718,2024-12-01,Active
1719,2024-04-18,Churned
1720,2024-09-11,Churned
1721,2024-11-25,Active
1722,2024-04-09,Churned
1723,2023-02-02,Churned
1724,2024-11-08,Active
1725,2023-10-03,Churned
1726,2023-08-19,Churned
1727,2024-04-24,Churned
1728,2023-11-12,Churned
1729,2024-07-15,Churned
1730,2023-01-05,Churned
1731,2024-12-08,Active
1732,2024-11-15,Active
1733,2023-09-16,Churned
1734,2023-05-11,Churned
1735,2024-12-19,Active
1737,2023-06-10,Churned
1738,2024-04-12,Churned
1739,2024-10-17,Churned
1740,2024-09-01,Churned
1741,2024-08-31,Churned
1742,2024-12-28,Active
1743,2024-08-31,Churned
1745,2024-10-08,Churned
1746,2024-06-16,Churned
1747,2024-11-07,Active
1748,2024-07-27,Churned
1749,2024-03-12,Churned
1750,2024-11-05,Active
1751,2023-11-05,Churned
1752,2023-08-13,Churned
1753,2023-09-22,Churned
1754,2024-06-12,Churned
1755,2024-09-11,Churned
1756,2024-12-23,Active
1757,2024-11-13,Active
1758,2024-10-12,Churned
1759,2023-01-05,Churned
1760,2023-12-15,Churned
1761,2024-02-17,Churned
1762,2024-08-16,Churned
1763,2024-08-22,Churned
1764,2023-10-11,Churned
1765,2024-12-06,Active
1766,2024-02-28,Churned
1767,2023-04-12,Churned
1768,2024-12-14,Active
1769,2024-05-21,Churned
1770,2023-07-16,Churned
1771,2024-06-19,Churned
1772,2024-08-14,Churned
1773,2024-07-19,Churned
1774,2024-12-16,Active
1775,2023-11-05,Churned
1776,2024-08-19,Churned
1777,2024-10-06,Churned
1778,2024-07-04,Churned
1779,2024-02-13,Churned
1780,2023-08-08,Churned
1781,2024-01-31,Churned
1782,2023-12-02,Churned
1783,2024-03-18,Churned
1784,2024-03-14,Churned
1785,2024-04-21,Churned
1786,2024-07-26,Churned
1787,2024-02-23,Churned
1788,2024-08-15,Churned
1789,2024-04-12,Churned
1790,2024-08-06,Churned
1791,2024-10-05,Churned
1792,2024-07-31,Churned
1793,2024-11-07,Active
1794,2024-08-02,Churned
1795,2024-02-19,Churned
1796,2023-09-15,Churned
1797,2024-03-17,Churned
1799,2024-11-11,Active
1801,2024-05-18,Churned
1802,2023-12-21,Churned
1803,2024-05-27,Churned
1804,2024-12-17,Active
1805,2023-10-27,Churned
1806,2024-10-28,Churned
1808,2024-04-02,Churned
1809,2024-11-07,Active
1810,2024-04-22,Churned
1812,2024-09-03,Churned
1814,2024-11-05,Active
1815,2024-07-24,Churned
1816,2023-12-15,Churned
1817,2023-11-03,Churned
1818,2024-12-29,Active
1819,2024-11-20,Active
1820,2024-12-14,Active
1821,2024-08-06,Churned
1822,2024-07-03,Churned
1823,2023-09-10,Churned
1824,2024-09-22,Churned
1825,2023-09-18,Churned
1826,2024-06-05,Churned
1827,2024-08-19,Churned
1828,2024-02-06,Churned
1829,2024-11-23,Active
1830,2024-10-31,Churned
1831,2024-12-02,Active
1832,2023-10-28,Churned
1833,2024-10-05,Churned
1834,2024-03-23,Churned
1835,2024-05-08,Churned
1836,2024-12-20,Active
1837,2024-03-11,Churned
1839,2024-09-28,Churned
1840,2024-09-30,Churned
1841,2024-01-12,Churned
1842,2024-07-03,Churned
1843,2024-07-08,Churned
1844,2024-09-09,Churned
1845,2023-05-07,Churned
1846,2024-10-05,Churned
1847,2023-02-06,Churned
1848,2024-12-23,Active
1851,2024-12-03,Active
1852,2024-09-20,Churned
1853,2024-08-28,Churned
1854,2024-06-08,Churned
1855,2024-07-19,Churned
1856,2024-10-27,Churned
1857,2023-06-10,Churned
1858,2023-11-16,Churned
1859,2024-12-01,Active
1860,2024-02-03,Churned
1861,2024-06-23,Churned
1862,2024-05-08,Churned
1863,2024-08-26,Churned
1864,2024-01-12,Churned
1865,2024-03-14,Churned
1866,2024-11-24,Active
1867,2024-10-10,Churned
1868,2024-10-23,Churned
1869,2023-07-23,Churned
1871,2024-03-14,Churned
1872,2024-10-15,Churned
1873,2024-10-22,Churned
1874,2023-01-18,Churned
1875,2024-05-18,Churned
1876,2024-10-13,Churned
1877,2024-07-17,Churned
1878,2024-07-25,Churned
1879,2024-08-06,Churned
1880,2024-03-23,Churned
1881,2024-07-23,Churned
1882,2023-12-21,Churned
1883,2024-07-13,Churned
1884,2024-11-07,Active
1885,2023-05-01,Churned
1886,2024-01-22,Churned
1887,2024-11-06,Active
1888,2024-09-18,Churned
1889,2024-11-22,Active
1890,2023-11-11,Churned
1891,2024-03-04,Churned
1892,2024-11-28,Active
1893,2024-12-18,Active
1895,2024-02-26,Churned
1896,2024-11-28,Active
1897,2024-05-22,Churned
1898,2024-09-03,Churned
1899,2024-06-23,Churned
1900,2023-03-24,Churned
1901,2024-03-13,Churned
1902,2024-08-19,Churned
1903,2024-12-09,Active
1904,2024-07-28,Churned
1906,2024-08-06,Churned
1907,2024-07-25,Churned
1908,2024-09-17,Churned
1909,2024-12-21,Active
1910,2024-10-24,Churned
1911,2024-06-14,Churned
1912,2024-12-04,Active
1913,2024-12-09,Active
1914,2024-09-09,Churned
1915,2024-12-20,Active
1916,2023-02-08,Churned
1917,2024-11-14,Active
1918,2024-11-04,Active
1919,2024-07-26,Churned
1920,2024-09-04,Churned
1921,2024-08-21,Churned
1922,2024-10-25,Churned
1923,2024-02-23,Churned
1924,2024-06-03,Churned
1925,2024-08-24,Churned
1926,2024-07-04,Churned
1927,2024-01-20,Churned
1928,2024-02-15,Churned
1929,2023-11-09,Churned
1931,2023-09-12,Churned
1932,2024-11-21,Active
1933,2024-07-12,Churned
1934,2024-08-18,Churned
1935,2024-06-07,Churned
1936,2024-02-26,Churned
1937,2023-05-07,Churned
1938,2024-06-01,Churned
1939,2024-10-27,Churned
1940,2023-03-31,Churned
1941,2024-08-21,Churned
1942,2024-12-18,Active
1943,2024-08-25,Churned
1944,2024-06-21,Churned
1945,2024-08-16,Churned
1946,2024-05-04,Churned
1947,2024-12-24,Active
1948,2023-12-07,Churned
1949,2024-10-31,Churned
1950,2024-08-27,Churned
1951,2024-05-10,Churned
1953,2024-05-18,Churned
1954,2024-08-06,Churned
1955,2024-12-16,Active
1956,2024-12-18,Active
1957,2023-10-01,Churned
1958,2024-12-17,Active
1959,2024-08-08,Churned
1960,2023-06-15,Churned
1961,2024-09-01,Churned
1962,2023-02-11,Churned
1963,2024-08-24,Churned
1964,2023-01-08,Churned
1965,2024-09-04,Churned
1966,2024-10-02,Churned
1967,2023-03-06,Churned
1968,2024-10-20,Churned
1969,2024-11-13,Active
1970,2024-10-31,Churned
1971,2023-12-24,Churned
1972,2023-08-28,Churned
1973,2024-12-20,Active
1974,2023-07-28,Churned
1975,2023-08-07,Churned
1976,2024-06-07,Churned
1977,2024-06-14,Churned
1978,2024-03-21,Churned
1979,2024-02-06,Churned
1980,2024-12-30,Active
1981,2024-11-27,Active
1982,2024-03-19,Churned
1983,2024-07-26,Churned
1984,2024-01-20,Churned
1985,2023-07-28,Churned
1987,2024-08-07,Churned
1988,2024-12-15,Active
1989,2023-09-04,Churned
1990,2024-03-04,Churned
1991,2024-12-11,Active
1992,2023-01-22,Churned
1993,2023-01-31,Churned
1994,2024-08-25,Churned
1995,2024-11-22,Active
1996,2024-11-06,Active
1997,2024-10-15,Churned
1998,2024-11-06,Active
1999,2023-12-24,Churned
2000,2024-12-04,Active
2001,2024-09-23,Churned
2002,2024-12-23,Active
2003,2024-07-11,Churned
2004,2023-09-14,Churned
2005,2023-12-06,Churned
2006,2024-07-25,Churned
2007,2024-12-03,Active
2008,2024-11-01,Active
2009,2024-09-06,Churned
2010,2023-08-31,Churned
2011,2023-05-02,Churned
2013,2024-04-14,Churned
2014,2024-10-26,Churned
2015,2024-07-05,Churned
2016,2024-12-21,Active
2018,2024-12-24,Active
2019,2024-12-13,Active
2020,2024-09-10,Churned
2022,2024-07-30,Churned
2023,2024-09-01,Churned
2024,2024-07-21,Churned
2025,2024-09-09,Churned
2026,2024-03-20,Churned
2027,2024-11-29,Active
2028,2024-08-25,Churned
2029,2024-08-22,Churned
2030,2024-06-05,Churned
2031,2023-10-13,Churned
2032,2024-06-11,Churned
2033,2024-12-13,Active
2034,2024-03-15,Churned
2035,2024-11-11,Active
2036,2024-03-15,Churned
2037,2023-03-09,Churned
2038,2024-11-22,Active
2039,2024-06-11,Churned
2040,2023-10-28,Churned
2041,2024-06-26,Churned
2043,2024-12-20,Active
2044,2024-12-17,Active
2045,2024-03-02,Churned
2047,2023-07-26,Churned
2048,2024-12-25,Active
2049,2023-05-07,Churned
2050,2024-08-13,Churned
2051,2023-02-28,Churned
2052,2023-07-25,Churned
2053,2024-09-16,Churned
2054,2024-12-04,Active
2055,2024-11-27,Active
2056,2024-05-14,Churned
2057,2024-10-05,Churned
2058,2024-11-21,Active
2059,2024-11-27,Active
2060,2024-08-18,Churned
2061,2024-09-12,Churned
2062,2024-05-09,Churned
2063,2024-07-14,Churned
2064,2024-06-19,Churned
2065,2024-11-05,Active
2066,2024-12-20,Active
